election_date,election_type,contest_status,constituency_number,constituency_name,province,assembly,voter_reg,votes_cast,turnout,votes_disq,disq_pct,validated_votes,MOV_votes,MOV_pct,win_votes,win_pct,win_party,win_name,second_votes,second_pct,second_party,second_name,third_votes,third_pct,third_party,third_name,remainder_votes,remainder_pct,effective_parties,Cox_SF_ratio,winbuckets,delimit
10/6/93,General Election,Contested,NA-22,Swat 2,Khyber Paktunkhwa (NWFP),National,280437,91786,0.327296327,2150,0.023424052,89636,8884,0.099111964,41168,0.459279754,Paktunkhwa Qaumi Party,M. Afzal Khan,32284,0.36016779,Pakistan Muslim League (Nawaz),Shujaat Ali Khan,14380,0.160426614,Pakistan Islamic Front,Sarenzeb Khan,1804,0.020125842,2.726277804,0.445421881,Other Parties,Other Delimitation
2/3/97,General Election,Contested,NA-22,Swat-Cum-Shangla,Khyber Paktunkhwa (NWFP),National,293667,73298,0.24959563,3183,0.043425469,70115,13845,0.197461314,25142,0.358582329,Pakistan Muslim League (Nawaz),Shujaat Ali Khan,11297,0.161121015,Awami National Party,"M. Ali Khan, Adv.",9729,0.138757755,Independents,Shahzad Gujjar,23947,0.3415389,4.920698834,0.861202089,141,Other Delimitation
10/10/02,General Election,Contested,NA-22,Batagram,Khyber Paktunkhwa (NWFP),National,139808,47214,0.337705997,1422,0.030118185,45792,13217,0.288631202,24092,0.526118099,Muttahidda Majlis-e-Amal Pakistan,Qari M. Yousaf,10875,0.237486897,Pakistan Muslim League (Qaid-e-Azam),M. Nawaz Khan,9609,0.209840147,Independents,Bakht Nawaz Khan,1216,0.026554857,2.645934338,0.883586207,96,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-22,Battagram,Khyber Paktunkhwa (NWFP),National,151437,56070,0.370252976,1027,0.01831639,55043,2280,0.041422161,22316,0.405428483,Pakistan Muslim League (Qaid-e-Azam),Muhammad Nawaz Khan,20036,0.364006322,Jamiat Ulema-e Islam (Fazl),Qari Muhammad Yousaf,5155,0.093654052,Independents,Ihsanullah Khan,7536,0.136911142,3.179337603,0.257286884,142,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-22,Battagram,Khyber Paktunkhwa (NWFP),National,204979,74636,0.364115348,3400,0.045554424,71236,5480,0.076927396,18572,0.260710877,Jamiat Ulema-e Islam (Fazl),Qari Mohammad Yousif,13092,0.18378348,Independents,Mohammad Nawaz Khan,12214,0.171458251,Pakistan Muslim League (Nawaz),Alamzeb Khan,27358,0.384047392,5.803731039,0.932936144,61,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-220,Hyderabad 3,Sindh,National,273607,91937,0.33601845,1197,0.013019785,90740,610,0.006722504,41190,0.453934318,Muttahidda Majlis-e-Amal Pakistan,Dr. Shabzada Abul Khair M. Zubair,40580,0.447211814,Muttahida Qaumi Movement,"Aftab Ahmed Sheikh, Adv.",3579,0.039442363,Pakistan Peoples Party Parliamentarians,M. Irfan Qureshi,5391,0.059411505,2.449492726,0.088196156,96,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-220,Old Hyderabad 3,Sindh,National,364798,176647,0.48423237,1866,0.01056344,174781,122932,0.703348762,147040,0.841281375,Muttahida Qaumi Movement,Salahuddin,24108,0.137932613,Pakistan Peoples Party Parliamentarians,Irfan Qureshi,2215,0.012673002,Pakistan Muslim League (Nawaz),Sahibzada Shabbir Hassan Ansari,1418,0.00811301,1.375586628,0.091878215,Other Parties,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-220,Old Hyderabad 3,Sindh,National,274281,164656,0.600318651,1521,0.00923744,163135,124896,0.765599044,135886,0.832966561,Muttahida Qaumi Movement,Syed Waseem Hussain,10990,0.067367518,Jamiat Ulema-e-Pakistan (Noorani),Abul Khair Mohammad Zubair,10522,0.064498728,Pakistan Peoples Party Parliamentarians,Mohammad Sagheer,5737,0.035167193,1.421923721,0.957415833,94,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-221,Hyderabad 4,Sindh,National,223681,69732,0.311747533,1466,0.021023347,68266,31933,0.467773123,44899,0.657706618,Pakistan Peoples Party Parliamentarians,Syed Amir Ali Shah Jamot,12966,0.189933495,Pakistan Muslim League (Qaid-e-Azam),Syed Shahabuddin Shah,7136,0.104532271,Muttahida Qaumi Movement,Shabbir Hussain Bajkani,3265,0.047827616,2.083049193,0.550362487,157,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-221,Old Hyderabad 4,Sindh,National,326095,121051,0.37121391,1492,0.012325384,119559,92128,0.77056516,102737,0.859299593,Pakistan Peoples Party Parliamentarians,Syed Ameer Shah Jamot,10609,0.088734432,Pakistan Muslim League (Qaid-e-Azam),Hussaini Shahbuddin Shah,3223,0.026957402,Muttahida Qaumi Movement,Dr. Mumtaz Ali Chandio,2990,0.025008573,1.338217075,0.303798662,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-221,Old Hyderabad 4,Sindh,National,269066,139974,0.520221804,24516,0.175146813,115458,41475,0.359221535,59821,0.518119143,Pakistan Peoples Party Parliamentarians,Syed Amir Ali Shah Jamote,18346,0.158897608,Sindh Taraqi Passand Party,Rajab Ali,14544,0.125967884,Pakistan Tehreek-e-Insaf,Syed Ahmed Rasheed,22747,0.197015365,3.087594479,0.792761365,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-222,Hyderabad 5,Sindh,National,262149,94299,0.359715276,1794,0.019024592,92505,19078,0.206237501,53705,0.580563213,Pakistan Peoples Party Parliamentarians,Syed Naveed Qamar,34627,0.374325712,National Alliance,Pir Sajjad Saeed Jan Sarhandi,3338,0.036084536,Muttahida Qaumi Movement,Asadullah Anwar Baloch,835,0.009026539,2.089851437,0.096398764,157,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-222,Old Hyderabad 5,Sindh,National,318867,115690,0.362815845,2200,0.019016337,113490,57650,0.507974271,84041,0.740514583,Pakistan Peoples Party Parliamentarians,Syed Naveed Qamar,26391,0.232540312,Pakistan Muslim League (Qaid-e-Azam),Pir Sajjad Jan Sirhandi,2189,0.019288043,Jamiat Ulema-e Islam (Fazl),Hafiz Muhammad Ibrahim Soomro,869,0.007657062,1.658841819,0.082944943,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-222,Old Hyderabad 5,Sindh,National,260060,153387,0.589813889,6617,0.043139249,146770,67871,0.462431015,100095,0.681985419,Pakistan Peoples Party Parliamentarians,Syed Naveed Qamar,32224,0.219554405,Pakistan Muslim League (Functional),Pir Sajjad Saeed Jan Sirhandi,2358,0.016065954,Muttahida Qaumi Movement,Muhammad Anwar,12093,0.082394222,1.944326913,0.073175273,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-223,Hyderabad 6,Sindh,National,274892,100668,0.366209275,2827,0.02808241,97841,22014,0.2249977,50624,0.517410901,Pakistan Peoples Party Parliamentarians,Shamshad Sattar Bachani,28610,0.292413201,Independents,Adeeba Gul Magsi,7515,0.076808291,Muttahida Qaumi Movement,Samina Arif Rajput,11092,0.113367607,2.751416381,0.262670395,157,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-223,Old Hyderabad 6,Sindh,National,276836,135570,0.489712321,4694,0.034624179,130876,40167,0.30690883,84669,0.646940616,Pakistan Peoples Party Parliamentarians,Shamshad Sattar Bachani,44502,0.340031786,Pakistan Muslim League (Qaid-e-Azam),Adeeba Gul Magsi,585,0.00446988,Independents,Muhammad Saleh Kumbhar,1120,0.008557719,1.872018686,0.013145477,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-223,Old Hyderabad 6,Sindh,National,300955,191934,0.63774983,6387,0.033277064,185547,23838,0.128474187,91956,0.495594108,Pakistan Peoples Party Parliamentarians,Abdul Sattar Bachani,68118,0.367119921,Pakistan Muslim League (Nawaz),Dr Rahila Gul Magsi,8700,0.046888389,Muttahida Qaumi Movement,Sajid Wahab Khanzada,16773,0.090397581,2.606663023,0.127719545,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-224,Badin 1,Sindh,National,364228,141595,0.388753748,2582,0.018235107,139013,4327,0.031126585,70231,0.505211743,Pakistan Peoples Party Parliamentarians,Ghulam Ali Nizamani,65904,0.474085158,Independents,M. Akram Nizamani,1203,0.008653867,Muttahida Qaumi Movement,M. Aleem Qaimkhani,1675,0.012049233,2.082905076,0.018253824,157,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-224,Old Badin 1,Sindh,National,331871,138742,0.418060029,8728,0.062908132,130014,49733,0.382520344,87102,0.669943237,Pakistan Peoples Party Parliamentarians,Ghulam Ali Nizamani,37369,0.287422893,Pakistan Muslim League (Functional),Ali Akber Nizamani,2141,0.016467457,Independents,Sardar Ghulam Mustafa Khaskheli,3402,0.026166413,1.879823825,0.057293479,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-224,Old Badin 1,Sindh,National,365308,207213,0.567228202,8759,0.042270514,198454,72686,0.366261199,128723,0.648628901,Pakistan Peoples Party Parliamentarians,Sardar Kamal Khan Chang,56037,0.282367702,Pakistan Muslim League (Functional),Ali Asghar Halepoto,4968,0.025033509,Independents,Abdul Sattar,8726,0.043969887,1.993249383,0.08865571,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-225,Badin 2,Sindh,National,297293,112075,0.376984995,2618,0.023359358,109457,38137,0.348419927,71537,0.653562586,Pakistan Peoples Party Parliamentarians,Dr. Fehmida Mirza,33400,0.305142659,Pakistan Muslim League (Qaid-e-Azam),Khan M. Halepota,2169,0.019816001,Independents,Abdullah Sheedi,2351,0.021478754,1.92003248,0.06494012,157,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-225,Old Badin 2,Sindh,National,285471,119615,0.419009286,2771,0.023165991,116844,64495,0.551975283,88983,0.761553867,Pakistan Peoples Party Parliamentarians,Dr. Fahmida Mirza,24488,0.209578583,Pakistan Muslim League (Qaid-e-Azam),Bibi Yasmeen Shah,2159,0.018477628,Independents,Molvi Fateh Mohammad Maheri,1214,0.010389922,1.601917603,0.088165632,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-225,Old Badin 2,Sindh,National,320072,192480,0.601364693,9715,0.050472776,182765,45480,0.248844144,110738,0.605903756,Pakistan Peoples Party Parliamentarians,Dr Fehmida Mirza,65258,0.357059612,Pakistan Muslim League (Functional),Bibi Yasmeen Shah,2108,0.011533937,Independents,Arbab Zulfiqar Ali,4661,0.025502695,2.020862455,0.032302553,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-226,Mirpurkhas 1,Sindh,National,261129,117830,0.451232916,2519,0.021378257,115311,28417,0.246437894,63638,0.551881434,Pakistan Peoples Party Parliamentarians,Pir Aftab Hussain Shah Jilani,35221,0.30544354,Muttahida Qaumi Movement,Rais Ahmed Khan,5610,0.048651039,Muttahidda Majlis-e-Amal Pakistan,Molana Mushtaq Ahmed Naqshbandi,10842,0.094023987,2.481332955,0.159279975,157,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-226,Old Mirpurkhas 1,Sindh,National,354611,148118,0.417691499,4184,0.028247748,143934,40234,0.279530896,78543,0.545687607,Pakistan Peoples Party Parliamentarians,Pir Aftab Hussain Shah Jillani,38309,0.266156711,Muttahida Qaumi Movement,Khursheed Ahmed Siddiqui,26385,0.183313185,Pakistan Muslim League (Functional),Fakir Ghulam Nabi Mangrio,697,0.004842497,2.486191568,0.688741549,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-226,Old Mirpurkhas 1,Sindh,National,329640,193084,0.585742022,7256,0.037579499,185828,34567,0.186016101,82017,0.441359752,Pakistan Peoples Party Parliamentarians,Pir Shafqat Hussain Shah Jilani,47450,0.255343651,Pakistan Muslim League (Functional),Syed Qurban Ali Shah,34687,0.186661859,Muttahida Qaumi Movement,Shabbir Ahmed Qaimkhani,21674,0.116634737,3.343466208,0.731022129,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-227,Mirpurkhas 2,Sindh,National,259929,110238,0.424108122,3331,0.030216441,106907,35510,0.332157857,56627,0.529684679,Pakistan Peoples Party Parliamentarians,Syed Qurban Ali Shah,21117,0.197526822,Muttahida Qaumi Movement,Shabbir Ahmed Qaimkhani,11526,0.107813333,National Alliance,Shahnawaz,17637,0.164975165,2.91510026,0.545816167,157,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-227,Old Mirpurkhas 2,Sindh,National,331905,129987,0.391639174,5054,0.038880811,124933,51538,0.412525113,82697,0.661930795,Pakistan Peoples Party Parliamentarians,Mir Munawar Ali Talpur,31159,0.249405681,Pakistan Muslim League (Qaid-e-Azam),Syed Qurban Ali Shah,10359,0.082916443,Pakistan Muslim League (Nawaz),Sardar Ghulam Mustafa Khaskheli,718,0.00574708,1.97145012,0.332456112,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-227,Old Mirpurkhas 2,Sindh,National,299736,180464,0.602076494,10549,0.058454872,169915,79495,0.467851573,113218,0.666321396,Pakistan Peoples Party Parliamentarians,Mir Munawar Ali Talpur,33723,0.198469823,Pakistan Muslim League (Functional),Syed Inayat Ali Shah,7198,0.042362358,Independents,Arbab Inayatullah Ghulam Rahim,15776,0.092846423,2.055251419,0.21344483,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-228,Mirpurkhas 3,Sindh,National,261464,114242,0.436932044,2999,0.026251291,111243,9256,0.083205235,58161,0.522828403,Pakistan Peoples Party Parliamentarians,Nawab M. Yusuf Talpur,48905,0.439623167,National Alliance,Kishan Chand Parwani,2107,0.018940518,Independents,Syed Ali Mardan Shah,2070,0.018607912,2.140898314,0.043083529,157,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-228,Old Mirpurkhas 3,Sindh,National,277564,136944,0.493378104,5958,0.043506835,130986,45001,0.3435558,75080,0.573191028,Pakistan Peoples Party Parliamentarians,Nawab Mohammad Yousif Talpur,30079,0.229635228,Independents,Mohammad Qasim Soomro,24210,0.184828913,Pakistan Muslim League (Functional),Pir Noor Mohammad Shah Jeelani,1617,0.012344831,2.406785836,0.804880481,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-228,Old Mirpurkhas 3,Sindh,National,295065,206428,0.699601783,9905,0.047982832,196523,13566,0.069030088,99700,0.507319754,Pakistan Peoples Party Parliamentarians,Nawab Muhammad Yousif Talpur,86134,0.438289666,Pakistan Tehreek-e-Insaf,Makhdoom Shah Mehmood Hussain Qureshi,4920,0.025035238,Muttahida Qaumi Movement,Suheno,5769,0.029355343,2.220494415,0.057120301,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-229,Tharparkar 1,Sindh,National,250983,125614,0.500488081,3054,0.024312577,122560,51854,0.423090731,86196,0.703296345,National Alliance,Arbab Ghulam Rahim,34342,0.280205614,Pakistan Peoples Party Parliamentarians,Gul M. Lot,1382,0.01127611,Independents,Engr. Gian Chand,640,0.005221932,1.744338829,0.040242269,97,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-229,Tharparkar 1,Sindh,National,256685,168569,0.656715429,3972,0.023563051,164597,107286,0.651810179,135697,0.824419643,Pakistan Muslim League (Qaid-e-Azam),Arbab Zakaullah,28411,0.172609464,Pakistan Peoples Party Parliamentarians,Mahesh Kumar Malhani,306,0.001859086,Independents,Arbab Zulifqar Ali,183,0.001111806,1.409511348,0.010770476,142,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-229,Tharparkar 1,Sindh,National,268217,187149,0.697752193,8640,0.046166424,178509,2121,0.011881754,88218,0.49419357,Pakistan Peoples Party Parliamentarians,Faqir Sher Muhammad Bilalani,86097,0.482311816,Independents,Arbab Togachi Fawad Razzak,1099,0.006156552,Qomi Awami Tehreek,Hajiani,3095,0.017338061,2.096681123,0.012764672,157,Delimitation 2002-2013
10/6/93,General Election,Contested,NA-23,Buner-Cum-Swat,Khyber Paktunkhwa (NWFP),National,267200,75352,0.282005988,2013,0.026714619,73339,5839,0.079616575,22151,0.302035752,Awami National Party,Abdul Matin Khan,16312,0.222419177,Pakistan Islamic Front,Haji Fazl-E-Raziq,14608,0.199184608,Independents,Fanoos,20268,0.276360463,4.556094759,0.895537028,Other Parties,Other Delimitation
2/3/97,General Election,Contested,NA-23,Bunair-Cum-Shangla,Khyber Paktunkhwa (NWFP),National,282519,66635,0.235860243,1702,0.025542133,64933,7458,0.114856852,22662,0.349005898,Awami National Party,Abdul Matin Khan,15204,0.234149046,Pakistan Awami Party,Fanoos Gujjar,13553,0.208722837,Pakistan Peoples Party Parliamentarians,M. Sahrab Khan,13514,0.208122218,4.192132483,0.891410155,Other Parties,Other Delimitation
10/10/02,General Election,Contested,NA-23,Kohistan,Khyber Paktunkhwa (NWFP),National,251512,40604,0.161439613,1012,0.024923653,39592,4973,0.125606183,15603,0.394094767,Muttahidda Majlis-e-Amal Pakistan,Molvi Abdul Haleem,10630,0.268488584,Pakistan Muslim League (Qaid-e-Azam),Mehboobullah Jan,7915,0.199914124,Independents,Abbas Sarfaraz Khan,5444,0.137502526,3.627935067,0.744590781,96,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-23,Kohistan,Khyber Paktunkhwa (NWFP),National,317734,56472,0.177733576,3386,0.059958918,53086,688,0.012960102,14100,0.265606751,Independents,Mehboobullah,13412,0.252646649,Pakistan Peoples Party Parliamentarians,Haji Misar Khan,9625,0.181309573,Pakistan Muslim League (Qaid-e-Azam),Saranzaib Khan,15949,0.300437027,5.051863274,0.717640919,45,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-23,Kohistan,Khyber Paktunkhwa (NWFP),National,127028,52587,0.413979595,1022,0.019434461,51565,5161,0.100087268,17498,0.339338699,Independents,Sarzameen,12337,0.23925143,Jamiat Ulema-e Islam (Fazl),Mehboobullah Jan Baqi,11865,0.230097935,Pakistan Muslim League (Nawaz),Malak Syed Ahmad,9865,0.191311936,4.157297728,0.961741104,45,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-230,Tharparkar 2,Sindh,National,212494,101704,0.478620573,4157,0.040873515,97547,22854,0.234287062,59639,0.611387331,National Alliance,Ghulam Haider Samejo,36785,0.37710027,Pakistan Peoples Party Parliamentarians,Pir Imdad Ali Shah Jilani,503,0.005156489,Independents,Pir Gul M. Shah,620,0.00635591,1.937815016,0.013674052,97,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-230,Tharparkar 2,Sindh,National,237555,159142,0.66991644,6085,0.038236292,153057,66144,0.432152727,109580,0.715942427,Pakistan Muslim League (Qaid-e-Azam),Dr. Ghulam Hyder Samejo,43436,0.283789699,Pakistan Peoples Party Parliamentarians,Imam Ali Samejo,12,7.84E-05,Independents,Arbab Ali Samejo,29,0.000189472,1.686027407,0.000276269,142,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-230,Tharparkar 2,Sindh,National,237555,159142,0.66991644,6085,0.038236292,153057,66144,0.432152727,109580,0.715942427,Pakistan Muslim League (Qaid-e-Azam),Dr. Ghulam Hyder Samejo,43436,0.283789699,Pakistan Peoples Party Parliamentarians,Imam Ali Samejo,12,7.84E-05,Independents,Arbab Haji Abdullah,29,0.000189472,1.686027407,0.000276269,142,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-230,Tharparkar 2,Sindh,National,203512,138283,0.679483274,8990,0.065011607,129293,2051,0.015863194,61903,0.478780754,Pakistan Peoples Party Parliamentarians,Pir Noor Muhammad Shah Jeelani,59852,0.462917559,Pakistan Tehreek-e-Insaf,Makhdoom Shah Mehmood Qureshi,4815,0.037240995,Independents,Hemoon,2723,0.021060692,2.246983667,0.080448439,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-231,Dadu 1,Sindh,National,340793,123168,0.361415874,2422,0.019664198,120746,37248,0.308482269,76568,0.634124526,Pakistan Peoples Party Parliamentarians,Nawab Abdul Ghani Talpur,39320,0.325642257,Independents,Syed Jalal Mehmood,4035,0.033417256,Muttahida Qaumi Movement,Ali Nawaz Shoro,823,0.006815961,1.963533497,0.102619532,157,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-231,Old Dadu 1,Sindh,National,492758,186270,0.378015172,5114,0.02745477,181156,104959,0.579384619,138320,0.763540816,Pakistan Peoples Party Parliamentarians,Nawab Abdul Ghani Talpur,33361,0.184156197,Sindh United Party,Syed Jalal Mehmood Shah,6751,0.037266224,Muttahida Qaumi Movement,Muhammad Javed,2724,0.015036764,1.617203739,0.20236204,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-231,Old Dadu 1,Sindh,National,369425,210025,0.568518644,7694,0.036633734,202331,70972,0.350771755,129500,0.64004033,Pakistan Peoples Party Parliamentarians,Malik Asad Sikandar,58528,0.289268575,Sindh United Party,Syed Jalal Mehmood Shah,6378,0.031522604,Muttahida Qaumi Movement,Pir Zaman Shah,7925,0.039168491,2.021668504,0.108973483,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-232,Dadu 2,Sindh,National,277302,103501,0.37324289,2628,0.025391059,100873,14832,0.147036372,56814,0.563223063,Pakistan Peoples Party Parliamentarians,Rafiq Ahmed Jamali,41982,0.41618669,Pakistan Muslim League (Qaid-e-Azam),Ahmed Khan Lund,1249,0.012381906,Muttahida Qaumi Movement,"Hussain Bakhsh Solangi, Adv.",828,0.008208341,2.038269114,0.029750846,157,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-232,Old Dadu 2,Sindh,National,389936,125410,0.321616881,3234,0.025787417,122176,53448,0.43746726,87467,0.715909835,Pakistan Peoples Party Parliamentarians,Rafique Ahmed Jamali,34019,0.278442575,Pakistan Muslim League (Qaid-e-Azam),Liquat Ali Khan Jatoi,272,0.002226296,Independents,Rasheedan Akhtar Panhwar,418,0.003421294,1.694728194,0.007995532,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-232,Old Dadu 2,Sindh,National,299644,163016,0.544032252,6685,0.041008245,156331,20038,0.128176753,76876,0.491751476,Pakistan Peoples Party Parliamentarians,Rafique Ahmed Jamali,56838,0.363574723,Pakistan Muslim League (Nawaz),Karim Ali Jatoi,13665,0.087410686,Pakistan Muslim League (Functional),Chakar Khan Shahani,8952,0.057263115,2.611458645,0.240420141,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-233,Dadu 3,Sindh,National,329858,117270,0.355516616,1829,0.015596487,115441,9604,0.083194013,62388,0.540431909,Pakistan Muslim League (Qaid-e-Azam),Liaqat Ali Jatoi,52784,0.457237896,Pakistan Peoples Party Parliamentarians,Rafiq Ahmed Mahessar,269,0.002330195,Independents,Talat Iqbal Mahessar,0,0,1.995456061,0.005096241,142,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-233,Old Dadu 3,Sindh,National,438137,137061,0.31282681,2990,0.021815104,134071,33347,0.248726421,83493,0.622752124,Pakistan Peoples Party Parliamentarians,Talat Iqbal Mahessar,50146,0.374025703,Pakistan Muslim League (Qaid-e-Azam),Ihsan Ali Jatoi,104,0.000775708,Muttahida Qaumi Movement,Syed Zahid Ali Shah,328,0.002446465,1.894954985,0.002073944,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-233,Old Dadu 3,Sindh,National,310078,185196,0.597256174,5477,0.029574073,179719,45111,0.251008519,110292,0.613691374,Pakistan Peoples Party Parliamentarians,Mr Imran Zafar Leghari,65181,0.362682855,Pakistan Muslim League (Nawaz),Mr Liaquat Ali Jatoi,2571,0.014305666,Pakistan Muslim League (Functional),Syed Safdar Ali Shah,1675,0.009320105,1.967065352,0.03944401,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-234,Sanghar 1,Sindh,National,242471,106359,0.438646271,4061,0.038182006,102298,37267,0.364298422,61741,0.603540636,Pakistan Muslim League (Functional),Haji Khuda Bakhsh Nizamani,24474,0.239242214,Pakistan Muslim League (Nawaz),Mian Ijaz Ahmed Shafi,9165,0.089591194,Pakistan Peoples Party Parliamentarians,Abid Hussain Rind,6918,0.067625956,2.316114919,0.374479039,Other Parties,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-234,Sanghar 1,Sindh,National,230943,120141,0.520219275,3330,0.027717432,116811,26536,0.227170386,71394,0.611192439,Pakistan Muslim League (Functional),Muhammad Jadam Mangrio,44858,0.384022053,Pakistan Peoples Party Parliamentarians,Ghulam Muhammad Junejo,220,0.001883384,Independents,Aneel Gul Junejo,339,0.002902124,1.919253062,0.004904365,Other Parties,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-234,Sanghar 1,Sindh,National,281956,168892,0.599001263,4361,0.025821235,164531,24871,0.151163003,90787,0.551792671,Pakistan Muslim League (Functional),Pir Bux Junejo,65916,0.400629669,Pakistan Peoples Party Parliamentarians,Fida Hussain Dero,3010,0.018294425,Muttahida Qaumi Movement,Atta Shaikh Advocate,4818,0.029283235,2.147668093,0.045664179,Other Parties,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-235,Sanghar 2,Sindh,National,230238,105813,0.459580955,2341,0.022123936,103472,26783,0.258842972,61671,0.596016314,Pakistan Muslim League (Functional),Qazi Abdul Qudus Rajar,34888,0.337173342,Independents,M. Asad Ali Khan Junejo,5212,0.050371115,Pakistan Peoples Party Parliamentarians,Jian Khan Sarfraz Rajar,1701,0.01643923,2.119986331,0.149392341,Other Parties,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-235,Sanghar 2,Sindh,National,201610,104997,0.520792619,3316,0.031581855,101681,36125,0.355277781,68122,0.669958006,Pakistan Muslim League (Functional),Ghulam Dastgir Rajar,31997,0.314680225,Pakistan Peoples Party Parliamentarians,Sarfaraz Rajar,1247,0.012263845,Independents,Hafiz Junaid Rajar,315,0.003097924,1.824744848,0.038972404,Other Parties,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-235,Sanghar 2,Sindh,National,226448,142412,0.628894934,3912,0.027469595,138500,11831,0.085422383,74062,0.534743682,Pakistan Muslim League (Functional),Pir Sadaruddin Shah,62231,0.4493213,Pakistan Peoples Party Parliamentarians,Shazia Marri,1617,0.01167509,Muttahida Qaumi Movement,Devdas,590,0.004259928,2.049244658,0.025983834,Other Parties,Delimitation 2002-2013
8/22/13,By-Election,Contested,NA-235,Sanghar-Cum-Mirpurkhas-Cum-Umerkot,Sindh,National,226726,126425,0.55761139,4049,0.032026893,122376,10447,0.085368046,66166,0.540677911,Pakistan Peoples Party Parliamentarians,Shazia Mari,55719,0.455309865,Pakistan Muslim League (Functional),Khuda Bux Dars,186,0.001519906,Muttahida Qaumi Movement Pakistan,Dev Das,305,0.002492319,2.001429198,0.003338179,157,Delimitation 2002-2013
10/10/02,General Election,Contested,NA-236,Sanghar 3,Sindh,National,290977,133751,0.45966176,1045,0.007813026,132706,9915,0.07471403,66543,0.501431736,Pakistan Muslim League (Functional),M. Khan Junejo,56628,0.426717707,Pakistan Peoples Party Parliamentarians,Fida Hussain Dero,8413,0.063395777,Muttahida Qaumi Movement,M. Hashim Chandio,1122,0.00845478,2.285357266,0.14856608,Other Parties,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-236,Sanghar 3,Sindh,National,286317,144674,0.505293084,3442,0.023791421,141232,40828,0.289084627,90311,0.639451399,Pakistan Peoples Party Parliamentarians,Roshan Din Junejo,49483,0.350366772,Pakistan Muslim League (Functional),Jam Mashooque Ali,871,0.006167158,Independents,Zahid Hussain Shah,567,0.004014671,1.880765102,0.017602005,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-236,Sanghar 3,Sindh,National,331648,204271,0.615927128,5046,0.024702479,199225,15374,0.07716903,100906,0.506492659,Pakistan Peoples Party Parliamentarians,Roshan Din Junejo,85532,0.429323629,Pakistan Muslim League (Functional),Imamuddin Shaookeen,10034,0.050365165,Muttahida Qaumi Movement,Muhammad Ayoub,2753,0.013818547,2.255026814,0.117312819,157,Delimitation 2002-2013
