election_date,election_type,contest_status,constituency_number,constituency_name,province,assembly,voter_reg,votes_cast,turnout,votes_disq,disq_pct,validated_votes,MOV_votes,MOV_pct,win_votes,win_pct,win_party,win_name,second_votes,second_pct,second_party,second_name,third_votes,third_pct,third_party,third_name,remainder_votes,remainder_pct,effective_parties,Cox_SF_ratio,winbuckets,delimit
10/6/93,General Election,Contested,NA-97,Lahore 6,Punjab,National,296227,131163,0.44277868,790,0.00602304,130373,11243,0.086237181,64834,0.497296219,Pakistan Muslim League (Nawaz),Tariq Badaruddin Banday,53591,0.411059038,Pakistan Peoples Party Parliamentarians,Jehangir Badar,11010,0.084450001,Pakistan Islamic Front,Liaqat Baloch,938,0.007194741,2.361674584,0.205444944,141,Other Delimitation
2/3/97,General Election,Contested,NA-97,Lahore 6,Punjab,National,308272,87405,0.283532076,0,0,87405,44598,0.510245409,61556,0.70426177,Pakistan Muslim League (Nawaz),M. Ishaq Dar,16958,0.194016361,Pakistan Peoples Party Parliamentarians,Prof. Ijaz-Ul-Hasan,7811,0.089365597,Pakistan Tehreek-e-Insaf,Dr. Pervaiz Hassan,1080,0.012356273,1.846179606,0.460608562,141,Other Delimitation
10/10/02,General Election,Contested,NA-97,Gujranwala 3,Punjab,National,248771,93254,0.374858806,3395,0.036405945,89859,4914,0.054685674,29375,0.326901034,Pakistan Muslim League (Qaid-e-Azam),Ch. Shahid Akram Bhinder,24461,0.27221536,Pakistan Peoples Party Parliamentarians,Dr. Zafar Ch.,15265,0.169877252,Muttahidda Majlis-e-Amal Pakistan,Shabbir Hussain Abbasi,20758,0.231006354,4.271782187,0.624054618,142,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-97,Gujranwala 3,Punjab,National,344369,117089,0.34001028,3563,0.030429844,113526,7156,0.063034019,48701,0.428985431,Pakistan Muslim League (Nawaz),Ch. Mehmood Bashir Virk,41545,0.365951412,Pakistan Peoples Party Parliamentarians,Dr. Zafar Chaudhary,21626,0.190493808,Pakistan Muslim League (Qaid-e-Azam),Ch. Shahid Akram Bhinder,1654,0.01456935,2.822142705,0.520543988,141,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-97,Gujranwala 3,Punjab,National,328632,171659,0.522344142,4228,0.024630226,167431,73202,0.437206969,104638,0.624961925,Pakistan Muslim League (Nawaz),Chaudhry Mahmood Bashir Virk,31436,0.187754956,Pakistan Tehreek-e-Insaf,Rana Naeem Ur Rehman Khan,16128,0.096326248,Pakistan Muslim League (Qaid-e-Azam),Chaudhry Muhammad Anwar Bhinder,15229,0.090956872,2.289344886,0.513042372,141,Delimitation 2002-2013
10/6/93,General Election,Contested,NA-98,Lahore 7,Punjab,National,286245,116432,0.40675645,707,0.006072214,115725,19385,0.167509181,64151,0.55434003,Pakistan Muslim League (Nawaz),Mian M. Munir,44766,0.386830849,Pakistan Peoples Party Parliamentarians,Mian Khalid Saeed,6004,0.051881616,Pakistan Islamic Front,Mian M. Usman,804,0.006947505,2.175541035,0.134119644,141,Other Delimitation
2/3/97,General Election,Contested,NA-98,Lahore 7,Punjab,National,294257,76695,0.260639509,695,0.009061868,76000,41804,0.550052632,55606,0.731657895,Pakistan Muslim League (Nawaz),Mian M. Munir,13802,0.181605263,Pakistan Peoples Party Parliamentarians,Alhaj Mian Aziz-Ur-Rehman Chan,5923,0.077934211,Pakistan Tehreek-e-Insaf,Hamid Khan,669,0.008802632,1.740944416,0.429140704,141,Other Delimitation
10/10/02,General Election,Contested,NA-98,Gujranwala 4,Punjab,National,285993,136693,0.477959251,5079,0.037156255,131614,8132,0.06178674,45655,0.34688559,Pakistan Peoples Party Parliamentarians,Imtiaz Safdar,37523,0.28509885,Pakistan Muslim League (Qaid-e-Azam),M. Azam Cheema,21207,0.161130275,Pakistan Muslim League (Haqiqi),Ch. M. Ashraf Warriach,27229,0.206885286,4.014988173,0.56517336,157,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-98,Gujranwala 4,Punjab,National,368599,150781,0.409065136,4793,0.031787825,145988,21517,0.147388826,68509,0.469278297,Pakistan Peoples Party Parliamentarians,Imtiaz Safdar Warraich,46992,0.32188947,Pakistan Muslim League (Nawaz),Asif Aqeel,30259,0.207270461,Pakistan Muslim League (Qaid-e-Azam),Ch. Shamshad Ahmad Khan,228,0.001561772,2.726307218,0.643918114,157,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-98,Gujranwala 4,Punjab,National,363205,207946,0.572530665,6170,0.029671165,201776,81460,0.403715011,118832,0.588930299,Pakistan Muslim League (Nawaz),Mian Tariq Mehmood,37372,0.185215288,Pakistan Peoples Party Parliamentarians,Imtiaz Safdar Warraich,20778,0.102975577,Pakistan Tehreek-e-Insaf,Rana Shehzad Hafeez,24794,0.122878836,2.518038952,0.555977737,141,Delimitation 2002-2013
10/6/93,General Election,Contested,NA-99,Lahore 8,Punjab,National,172082,86934,0.505189386,708,0.008144109,86226,6826,0.079164057,43972,0.509962192,Pakistan Muslim League (Nawaz),Mehar Zulfiqar Ali Babu,37146,0.430798135,Pakistan Peoples Party Parliamentarians,M. Arshad,3523,0.040857746,Independents,Wazir Ali Bhatti,1585,0.018381927,2.235287106,0.094841975,141,Other Delimitation
2/3/97,General Election,Contested,NA-99,Lahore 8,Punjab,National,186952,75389,0.403253241,1377,0.018265264,74012,33486,0.452440145,50387,0.680795006,Pakistan Muslim League (Nawaz),Sardar Kamil Umar,16901,0.228354861,Pakistan Peoples Party Parliamentarians,Malik Shah M. Mohsin,4834,0.065313733,Independents,Dr. Ch. Zahid Akram Natt,1890,0.0255364,1.922646662,0.286018579,141,Other Delimitation
10/10/02,General Election,Contested,NA-99,Gujranwala 5,Punjab,National,284193,134760,0.474184797,3742,0.027767884,131018,16184,0.123525012,62209,0.474812621,Pakistan Muslim League (Qaid-e-Azam),Rana Umar Nazir Khan,46025,0.351287609,Pakistan Peoples Party Parliamentarians,Ch. M. Abdullah Virk,14474,0.11047337,Muttahidda Majlis-e-Amal Pakistan,Alama M. Ashraf Jilali,8310,0.063426399,2.739146057,0.31448126,142,Delimitation 2002-2013
2/18/08,General Election,Contested,NA-99,Gujranwalla 5,Punjab,National,342054,149805,0.437957165,3981,0.026574547,145824,15514,0.106388523,60219,0.412956715,Pakistan Muslim League (Nawaz),Rana Nazir Ahmad Khan,44705,0.306568192,Pakistan Peoples Party Parliamentarians,Ch. Muhammad Abdullah Virk,39986,0.274207264,Pakistan Muslim League (Qaid-e-Azam),Ch. Shamshad Ahmad Khan,914,0.00626783,2.943508822,0.894441338,141,Delimitation 2002-2013
5/11/13,General Election,Contested,NA-99,Gujranwalla 5,Punjab,National,318029,185660,0.58378324,6044,0.032554131,179616,60246,0.335415553,97143,0.540837119,Pakistan Muslim League (Nawaz),Rana Umer Nazir Khan,36897,0.205421566,Pakistan Peoples Party Parliamentarians,Ch Zulfiqar Bhindar,20212,0.112528951,Pakistan Tehreek-e-Insaf,Sajid Ali,25364,0.141212364,2.802851779,0.547795214,141,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-1,Quetta-I,Balochistan,Provincial,219078,6883,0.031418034,65,0.009443557,6818,5970,0.87562335,6357,0.932384864,Pakistan Peoples Party Parliamentarians,Tahir Mehmood Khan,387,0.056761514,Independents,Syed Amanullah Shadizai,33,0.004840129,Independents,Muhammad Azim Butt,41,0.006013494,1.145993993,0.085271318,157,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-1,Quetta-I,Balochistan,Provincial,49042,21914,0.446841483,450,0.020534818,21464,2685,0.125093179,6161,0.287038763,Pakistan Muslim League (Nawaz),Tahir Mehmood Khan,3476,0.161945583,Paktunkhwa Milli Awami Party,Zaheer Ud Din,3454,0.160920611,Pakistan Tehreek-e-Insaf,Shakeel Ahmed,8373,0.390095043,6.512123222,0.993670886,141,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-10,Pishin-Iii,Balochistan,Provincial,96300,23419,0.243187954,973,0.041547461,22446,3949,0.175933351,6952,0.309721108,Muttahidda Majlis-e-Amal Pakistan,Moulana Syed Abdul Bari Agha,3003,0.133787757,Awami National Party,Syed Haji Muhammad Hanif,2353,0.104829368,Independents,Hayatullah Khan,10138,0.451661766,6.566432178,0.783549784,Other Parties,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-10,Pishin-Iii,Balochistan,Provincial,77292,37197,0.481252911,1032,0.027744173,36165,5508,0.152301949,17832,0.493073414,Paktunkhwa Milli Awami Party,Sardar Ghulam Mutafa Khan Tareen,12324,0.340771464,Jamiat Ulema-e Islam (Fazl),Maulana Syed Abdul Bari Agha,2168,0.059947463,Jamiat Ulama-e-Islam Nazryati Pakistan,Syed Aziz Ullah Agha,3841,0.106207659,2.738501821,0.17591691,Other Parties,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-11,Killa Abdullah-I,Balochistan,Provincial,115906,31797,0.274334374,390,0.012265308,31407,3923,0.12490846,11378,0.362275926,Independents,Captain(R) Abdul Khan Achakzai.,7455,0.237367466,Independents,Haji Molvi Muhammad Hanif.,7029,0.223803611,Muttahidda Majlis-e-Amal Pakistan,Ghuosullah,5545,0.176552998,3.993553031,0.942857143,45,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-11,Killa Abdullah-I,Balochistan,Provincial,86515,37516,0.433635786,1547,0.041235739,35969,1147,0.031888571,8376,0.232867191,Paktunkhwa Milli Awami Party,Dr Hamid Khan Achakzai,7229,0.20097862,Jamiat Ulema-e Islam (Fazl),Molvi Abdul Rahim,6073,0.168839834,Independents,Captain R Abdul Khaliq Achakzai,14291,0.397314354,5.648171663,0.840088532,Other Parties,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-12,Killa Abdullah-Ii,Balochistan,Provincial,131810,59389,0.450565207,507,0.008536934,58882,8884,0.150878027,32999,0.560425937,Awami National Party,Engineer Zamarak Khan,24115,0.409547909,Muttahidda Majlis-e-Amal Pakistan,Molvi Fateh Muhammad,1584,0.02690126,Pakistan Peoples Party Parliamentarians,Kaleem Ullah,184,0.003124894,2.0723969,0.065685258,18,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-12,Killa Abdullah-Ii,Balochistan,Provincial,40314,20849,0.517165253,764,0.036644443,20085,1906,0.094896689,7728,0.38476475,Awami National Party,Zmarak Khan,5822,0.289868061,Paktunkhwa Milli Awami Party,Abdul Qahar Wadan,4490,0.223549913,Jamiat Ulema-e Islam (Fazl),Molvi Juma Khan,2045,0.101817277,3.507269037,0.771212642,Other Parties,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-13,Killa Abdullah-Iii,Balochistan,Provincial,144053,59071,0.410064351,409,0.006923871,58662,15692,0.267498551,36761,0.626657802,Muttahidda Majlis-e-Amal Pakistan,Haji Muhammad Nawaz,21069,0.359159251,Independents,Haji Wali Muhammad,464,0.00790972,Pakistan Peoples Party Parliamentarians,Muhammad Akram Kakar,368,0.006273226,1.916552548,0.022022877,Other Parties,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-13,Killa Abdullah-Iii,Balochistan,Provincial,57996,34334,0.592006345,645,0.018786043,33689,5327,0.158122829,16716,0.496185699,Paktunkhwa Milli Awami Party,Abdul Majeed Khan Achakzai,11389,0.338062869,Jamiat Ulema-e Islam (Fazl),Muhammad Nawaz Khan,3297,0.097865772,Jamiat Ulama-e-Islam Nazryati Pakistan,Muhammad Essa,2287,0.06788566,2.691349849,0.289489859,Other Parties,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-14,Loralai-I,Balochistan,Provincial,110104,71529,0.649649422,467,0.00652882,71062,16885,0.237609411,41801,0.588232811,Pakistan Muslim League (Qaid-e-Azam),Masood Ali Khan,24916,0.350623399,Muttahidda Majlis-e-Amal Pakistan,Abdul Qadir Luni.,3407,0.047944049,Pakistan Peoples Party Parliamentarians,Khalil-U-Rehman Advocate,938,0.013199741,2.121518803,0.136739445,142,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-14,Loralai-I,Balochistan,Provincial,37251,22182,0.595473947,1047,0.047200433,21135,1921,0.090891885,6544,0.309628578,Pakistan Muslim League (Nawaz),Sardar Dur Mohammad Nasar,4623,0.218736693,Paktunkhwa Milli Awami Party,Sardar Mohammad Shafiq Tareen,4255,0.201324817,Independents,Sardar Asmatullah Luni,5713,0.270309912,4.490178507,0.92039801,141,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-15,Musakhel (Old Loralai-Ii),Balochistan,Provincial,76224,13577,0.178119752,527,0.038815644,13050,130,0.009961686,3767,0.288659004,Muttahidda Majlis-e-Amal Pakistan,Molvi M. Sarwar,3637,0.278697318,Pakistan Muslim League (Qaid-e-Azam),Sardar Asmat Ullah Khan,2732,0.209348659,Muttahida Qaumi Movement Pakistan,Sirajud Din,2914,0.223295019,4.228703711,0.751168546,Other Parties,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-15,Musakhail,Balochistan,Provincial,51864,20496,0.395187413,1481,0.072258002,19015,4183,0.219984223,8451,0.444438601,Jamiat Ulema-e Islam (Fazl),Maazullah Musakhel,4268,0.224454378,Jamiat Ulama-e-Islam Nazryati Pakistan,Molvi Najmuddin,2853,0.150039443,Pakistan Muslim League (Nawaz),Haji Nazar Khan Musakhel,3443,0.181067578,3.544026823,0.66846298,61,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-16,Loralai-Ii,Balochistan,Provincial,104432,29137,0.27900452,1062,0.036448502,28075,442,0.015743544,8001,0.284986643,Pakistan Muslim League (Qaid-e-Azam),Muhammad Khan Toor.,7559,0.269243099,Muttahidda Majlis-e-Amal Pakistan,Molvi Amir Zaman Bukhari,4212,0.150026714,Independents,Hafiz Siraj-Ud-Din  Sajid.,8303,0.295743544,5.179730364,0.557216563,142,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-16,Loralai-Ii,Balochistan,Provincial,69796,36936,0.529199381,1731,0.046864847,35205,280,0.007953416,9018,0.256156796,Paktunkhwa Milli Awami Party,Obaidullah Jan Alias Babat,8738,0.24820338,Pakistan Muslim League (Nawaz),Muhammad Khan Alias Toor,7365,0.209203238,Jamiat Ulema-e Islam (Fazl),Molvi Faizullah,10084,0.286436586,5.331622197,0.842870222,Other Parties,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-17,Barkhan.,Balochistan,Provincial,59136,30293,0.512259876,1600,0.052817483,28693,4761,0.165928972,12549,0.437354058,Pakistan Muslim League (Qaid-e-Azam),Mrs. Nasreen Rehman Khan Khethran,7788,0.271425086,Independents,Mir Shah Jahan Khethran,4442,0.154811278,Independents,Mir Tariq Mehmood Khan Khethran,3914,0.136409577,3.296643447,0.570364664,142,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-17,Barkhan,Balochistan,Provincial,55327,36520,0.660075551,2659,0.072809419,33861,8096,0.239095124,16941,0.500310091,Jamiat Ulema-e Islam (Fazl),Sardar Abdul Rehman Khetran,8845,0.261214967,Pakistan Muslim League (Qaid-e-Azam),Mir Tariq Mehmood Khetran,5756,0.169989073,Independents,Meer Shah Jahan Khan Khetran,2319,0.068485869,2.863367709,0.650763143,61,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-18,Sherani-Cum-Zhob,Balochistan,Provincial,55255,16070,0.290833409,826,0.051400124,15244,1171,0.076817108,4803,0.315074784,Independents,Abdul Khaliq,3632,0.238257675,Muttahidda Majlis-e-Amal Pakistan,Imran Shah Advocate,2113,0.138611913,Pakistan Muslim League (Qaid-e-Azam),Lal Gul Kakar,4696,0.308055628,4.976111614,0.581773128,45,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-18,Sherani-Cum-Zhob,Balochistan,Provincial,68599,23843,0.347570664,1535,0.064379482,22308,1017,0.045589026,5959,0.267123902,Jamiat Ulema-e Islam (Fazl),Gulab Khan,4942,0.221534875,Jamiat Ulama-e-Islam Nazryati Pakistan,Obaid Ullah Akhunzada,3354,0.15034965,Paktunkhwa Milli Awami Party,Sultan Muhammed,8053,0.360991573,5.903455149,0.678672602,61,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-19,Zhob,Balochistan,Provincial,68419,16339,0.238807933,569,0.034824653,15770,1478,0.093722257,6104,0.387064046,Pakistan Muslim League (Qaid-e-Azam),Sheikh Jaffer Khan Mandokhail,4626,0.293341788,Awami National Party,Malik Sheikh Muhamamd Yar Khan,2428,0.153963221,Muttahidda Majlis-e-Amal Pakistan,Abdul Sattar Mondokhail,2612,0.165630945,3.569568892,0.52485949,142,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-19,Zhob,Balochistan,Provincial,59516,25278,0.424726124,1335,0.052812723,23943,1370,0.057219229,5591,0.233512927,Pakistan Muslim League (Qaid-e-Azam),Jaffar Khan Mandokhail,4221,0.176293698,Jamiat Ulema-e Islam (Fazl),Sheikh Ayaz Khan Mandokhail,4139,0.172868897,Paktunkhwa Milli Awami Party,Abdul Qayum Advocate,9992,0.417324479,6.253772517,0.980573324,Other Parties,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-2,Quetta-Ii,Balochistan,Provincial,93553,22078,0.23599457,720,0.03261165,21358,862,0.040359584,5045,0.236211256,Independents,Jan Ali Changazai,4183,0.195851672,Hazara Democratic Party,Abdul Khaliq Hazara,3522,0.164903081,Pakistan Muslim League (Nawaz),Sahar Gul Khan Khilji,8608,0.403033992,6.454725837,0.841979441,45,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-2,Quetta-Ii,Balochistan,Provincial,72643,31576,0.434673678,405,0.012826197,31171,1005,0.032241507,7980,0.256007186,Majlis-e-Wahdat-e-Muslimeen Pakistan,Syed Muhammad Raza,6975,0.22376568,Hazara Democratic Party,Abdul Khaliq,6278,0.201405152,Pakistan Muslim League (Nawaz),Sahar Gul,9938,0.318821982,5.805188854,0.900071685,Other Parties,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-20,Killa Saifullah.,Balochistan,Provincial,98656,31538,0.319676452,1295,0.041061577,30243,3282,0.10852098,10112,0.334358364,Muttahidda Majlis-e-Amal Pakistan,Molana Abdul Wassay,6830,0.225837384,Independents,Mulvi Abdul Qadir,6238,0.206262606,Awami National Party,Mamoon Khan Kakar.,7063,0.233541646,4.029642723,0.913323572,Other Parties,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-20,Killa Saifullah,Balochistan,Provincial,88424,51324,0.580430652,3074,0.059894007,48250,3914,0.081119171,18297,0.379212435,Jamiat Ulema-e Islam (Fazl),Molana Abdul Wasay,14383,0.298093264,Jamiat Ulama-e-Islam Nazryati Pakistan,Molana Noorullah,12421,0.257430052,Paktunkhwa Milli Awami Party,Mohammad Usman Khan Kakar,3149,0.065264249,3.330989048,0.863588959,61,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-21,Sibi,Balochistan,Provincial,86291,27765,0.321760091,716,0.025787862,27049,5574,0.206070465,13415,0.495951791,Independents,Mir Muhammad Bakhtiar Khan Domki,7841,0.289881326,Pakistan Muslim League (Qaid-e-Azam),Fateh Khan Khajak,4781,0.1767533,Pakistan Peoples Party Parliamentarians,Abdul Samad Khan,1012,0.037413583,2.761019393,0.609743655,45,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-21,Sibi-I,Balochistan,Provincial,73674,39336,0.5339197,1575,0.040039658,37761,9008,0.238553004,21926,0.580651995,Independents,Mir Sarfaraz Chakar,12918,0.342098991,Independents,Muhammad Baro Khan Barozai,837,0.022165727,Balochistan National Party (Awami),Shahid Ameen,2080,0.055083287,2.196468603,0.064793312,45,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-22,Harnai-Cum-Sibi,Balochistan,Provincial,42404,10002,0.235873974,373,0.037292541,9629,313,0.032505972,3459,0.359227334,Awami National Party,Sultan Muhammad Tareen.,3146,0.326721363,Pakistan Muslim League (Qaid-e-Azam),Sardar Asad Khan Tareen.,2869,0.297954097,Muttahidda Majlis-e-Amal Pakistan,Molvi Muhammad Essa,155,0.016097206,3.079561661,0.911951685,18,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-22,Harnai-Cum-Sibi,Balochistan,Provincial,35297,20892,0.591891662,1527,0.073090178,19365,665,0.034340305,4533,0.234082107,Paktunkhwa Milli Awami Party,Abdul Raheem Ziaratwal Advocate,3868,0.199741802,Jamiat Ulema-e Islam (Fazl),Syed Khalique Shah,3778,0.195094242,Independents,Malik Muhammad Israr Ul Haq Tareen,7186,0.371081849,5.137957218,0.976732161,Other Parties,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-23,Kohlu.,Balochistan,Provincial,57746,12528,0.216950092,484,0.038633461,12044,1429,0.11864829,6466,0.536864829,Independents,Mir Shah Nawaz Khan Marri,5037,0.418216539,Pakistan Muslim League (Qaid-e-Azam),Mir Gul Khan Marri,302,0.025074726,Muttahidda Majlis-e-Amal Pakistan,Moulvi Karim Bakhsh,239,0.019843906,2.15579059,0.059956323,45,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-23,Kohlu,Balochistan,Provincial,38824,15984,0.411704101,1834,0.11473974,14150,2669,0.188621908,5087,0.3595053,Pakistan Muslim League (Nawaz),Nawabzada Jangez Khan Marri,2418,0.170883392,Pakistan Tehreek-e-Insaf,Mir Naseebullah Khan Marri,2031,0.143533569,Independents,Mir Shah Nawaz Marri,4614,0.326077739,5.00950875,0.839950372,141,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-24,Dera Bugti.,Balochistan,Provincial,95476,49871,0.522340693,491,0.009845401,49380,46564,0.942972864,47972,0.971486432,Pakistan Muslim League (Qaid-e-Azam),Tariq Hussain Massori Bugti,1408,0.028513568,Independents,Faqir Mohammad Massori Bugti,NA,NA,NA,NA,NA,NA,1.058650384,NA,142,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-24,Dara Bugti,Balochistan,Provincial,63954,17876,0.2795134,1306,0.07305885,16570,5278,0.318527459,10013,0.604284852,Independents,Sarfaraz Ahmed Bugti,4735,0.285757393,Pakistan Muslim League (Qaid-e-Azam),Tariq Hussain,748,0.045141823,Jamhoori Wattan Party,Shahzain Bugti,1074,0.064815932,2.22137669,0.157972545,45,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-25,Jaffarabad-I.,Balochistan,Provincial,140857,38379,0.272467822,889,0.023163709,37490,18464,0.492504668,27379,0.730301414,Pakistan Peoples Party Parliamentarians,Mir Nasir Khan Jamali,8915,0.237796746,Independents,Mir Attaullah Khan,451,0.012029875,Independents,Mai Jori,745,0.019871966,1.694729699,0.050588895,157,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-25,Jaffarabad-I,Balochistan,Provincial,87958,37751,0.429193479,4359,0.11546714,33392,2792,0.083612841,11830,0.354276473,Pakistan Muslim League (Nawaz),Mir Jan Muhammad Khan Jamali,9038,0.270663632,Independents,Haider Ali Jamali,8760,0.262338285,Independents,Mir Attaullah Khan Buledi,3764,0.11272161,3.711498193,0.969240983,141,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-26,Jaffarabad-Ii,Balochistan,Provincial,153708,35626,0.231777136,1755,0.049261775,33871,2853,0.084231348,12414,0.366508222,Independents,Zahoor Hussain Khosa,9561,0.282276874,Pakistan Muslim League (Qaid-e-Azam),Abdul Rehman Khan Jamali,9204,0.271736884,Pakistan Peoples Party Parliamentarians,Changez Jamali,2692,0.07947802,3.45578187,0.96266081,45,Delimitation 2002-2013
6/26/08,By-Election,Contested,PB-26,Jaffarabad-Ii,Balochistan,Provincial,153708,36872,0.239883415,1755,0.047597093,35117,12813,0.364866019,22087,0.628954637,Pakistan Peoples Party Parliamentarians,Abdul Rehman Jamali,9274,0.264088618,Pakistan Muslim League (Nawaz),Muhammad Naeem,1106,0.031494718,Muttahidda Majlis-e-Amal Pakistan,Mir Hassan Sasoli,2650,0.075462027,2.13888916,0.119258141,157,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-26,Jaffarabad-I,Balochistan,Provincial,101800,41016,0.402907662,4555,0.111054223,36461,4327,0.118674748,12528,0.343600011,Pakistan Muslim League (Nawaz),Rahat Jamali,8201,0.224925263,Independents,Umar Khan Jamali,6764,0.185513288,Independents,Muhammad Naeem Khosa,8968,0.245961438,4.599542622,0.824777466,141,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-27,Jaffarabad-Iii,Balochistan,Provincial,97040,29485,0.303843776,1432,0.048567068,28053,277,0.009874167,12278,0.43767155,Pakistan Muslim League (Qaid-e-Azam),Mir Saleem Ahmed Khosa,12001,0.427797384,Pakistan Peoples Party Parliamentarians,Muhammad Doran Khosa,2452,0.087405982,Pakistan Muslim League (Functional),Musharraf Ali Khan Khosa,1322,0.047125085,2.612111143,0.204316307,142,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-27,Jaffarabad-Iii,Balochistan,Provincial,57557,25344,0.440328718,3347,0.132062816,21997,2328,0.105832614,9681,0.440105469,Pakistan Muslim League (Nawaz),Mir Izhar Hussain Khoso,7353,0.334272855,Pakistan Peoples Party Parliamentarians,Muhammad Dauran Khosa,1366,0.062099377,Independents,Nawabzada Shah Zhain Bugti,3597,0.163522298,3.179373368,0.185774514,141,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-28,Nasirabad-I,Balochistan,Provincial,137677,33577,0.24388242,1688,0.050272508,31889,2941,0.092226159,12926,0.405343535,Pakistan Peoples Party Parliamentarians,Mir Muhammad Saddiq Umrani,9985,0.313117376,Pakistan Muslim League (Qaid-e-Azam),Izhar Hussain Khosa,7089,0.222302361,Independents,Mir Abdul Majid Abro,1889,0.059236727,3.198654742,0.709964947,157,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-28,Nasirabad-I,Balochistan,Provincial,78151,28999,0.37106371,2143,0.0738991,26856,1762,0.065609175,7783,0.289804885,Jamote Quami Movement,Mir Abdul Majid Abro,6021,0.22419571,Pakistan Peoples Party Parliamentarians,Mir Muhammad Sadiq Umrani,3564,0.132707775,Independents,Syed Khadim Hussain Shah,9488,0.353291629,5.678089862,0.591928251,Other Parties,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-29,Nasirabad-Ii,Balochistan,Provincial,122074,26770,0.219293216,1128,0.04213672,25642,277,0.01080259,11078,0.432025583,Pakistan Peoples Party Parliamentarians,Mir Muhammad Amin Umrani,10801,0.421222994,Pakistan Muslim League (Qaid-e-Azam),Mir Abdul Ghafoor Lehri,3315,0.129280087,Balochistan National Party (Awami),Syed Akbar Shah,448,0.017471336,2.625796376,0.306916026,157,Delimitation 2002-2013
8/22/13,By-Election,Contested,PB-29,Nasirabad-Ii,Balochistan,Provincial,84198,32520,0.386232452,1351,0.041543665,31169,8527,0.273573101,19512,0.626006609,Pakistan Muslim League (Nawaz),Haji Muhammad Khan Lehri,10985,0.352433508,Independents,Mir Muhammad Amin Umrani,382,0.012255767,Balochistan National Party,Mir Muhammad Ismail Mengal,290,0.009304116,1.937028104,0.034774693,141,Delimitation 2002-2013
2/18/08,General Election,Contested,PB-3,Quetta-Iii,Balochistan,Provincial,116615,13650,0.117051837,470,0.034432234,13180,540,0.040971168,3202,0.242943854,Pakistan Peoples Party Parliamentarians,Muhammad Ismail Gujar,2662,0.201972686,Independents,Mir Liaquat Ali Lehri,2562,0.194385432,Pakistan Muslim League (Qaid-e-Azam),Naseebullah,4754,0.360698027,5.53816471,0.96243426,157,Delimitation 2002-2013
5/11/13,General Election,Contested,PB-3,Quetta-Iii,Balochistan,Provincial,70217,29644,0.422176966,870,0.029348266,28774,7448,0.25884479,10999,0.382254813,Paktunkhwa Milli Awami Party,Nawab Muhammad Ayaz Khan Jogzai,3551,0.123410023,Independents,Liaquat Ali,2526,0.087787586,Jamiat Ulema-e Islam (Fazl),Abdul Sadiq,11698,0.406547578,5.254860737,0.711348916,Other Parties,Delimitation 2002-2013
